5000 150000
1 1915
1 1289
1 110
1 4168
1 1078
1 436
1 4575
1 3396
1 989
1 4405
1 4706
1 876
1 1551
1 79
1 2031
1 1259
1 2252
1 1829
1 276
1 3090
1 4538
1 1887
1 90
1 2863
1 4717
1 1936
1 1302
1 3026
1 3994
1 3100
1 3206
1 3459
1 4321
1 3760
1 3793
1 4411
2 3940
2 167
2 1566
2 3827
2 835
2 583
2 827
2 608
2 2048
2 3471
2 2772
2 1707
2 2138
2 4610
2 1886
2 2342
2 4847
2 1562
2 1139
2 3896
2 3507
2 637
2 4175
2 3077
2 4785
2 4395
3 1652
3 1547
3 2141
3 2922
3 3215
3 3085
3 2980
3 119
3 469
3 2697
3 3917
3 4739
3 1901
3 2519
3 991
3 3244
3 3903
3 187
3 1350
3 2350
3 1952
3 1993
3 440
3 3904
3 2107
3 4880
3 855
4 546
4 2214
4 214
4 3223
4 1190
4 320
4 174
4 158
4 1240
4 1354
4 4168
4 826
4 4778
4 1753
4 761
4 2331
4 3755
4 4861
4 3918
4 3683
4 2016
4 1024
4 2504
4 3797
4 73
4 3334
4 813
4 3196
4 1302
5 462
5 3024
5 227
5 2138
5 4293
5 3846
5 2293
5 3911
5 1496
5 1797
5 4643
5 4985
5 1659
5 391
5 1554
5 1806
5 4059
5 2945
5 1880
5 2929
5 1336
5 320
5 2606
5 346
5 159
5 167
5 769
5 3786
5 4030
5 1306
5 1721
5 1087
5 22
5 1128
5 3877
5 551
6 2682
6 1804
6 2487
6 1903
6 25
6 2066
6 2969
6 3587
6 1579
6 1092
6 629
6 3719
6 2654
6 4378
6 3663
6 1988
6 1671
6 785
6 2567
6 656
6 4804
7 2096
7 974
7 1519
7 4032
7 1739
7 1569
7 16
7 3911
7 968
7 1049
7 1082
7 1147
7 3506
7 904
7 3010
7 3100
7 4637
7 1929
7 864
7 571
7 4385
7 596
7 4654
7 1662
7 3150
7 2614
7 4940
7 2980
7 443
7 3452
7 192
7 1274
7 4340
7 1982
7 2795
7 4625
8 2866
8 4298
8 899
8 4770
8 4632
8 3372
8 4478
8 2559
8 2340
8 3723
8 1593
8 4147
8 1366
8 2399
8 3635
8 3066
8 1733
8 2872
8 4426
8 596
8 2694
8 3849
8 556
9 1118
9 2704
9 4282
9 1485
9 1705
9 2991
9 4845
9 2682
9 1007
9 3032
9 2244
9 1805
9 285
9 766
9 3637
9 2271
9 1157
9 1686
9 450
10 25
10 1749
10 66
10 4677
10 2270
10 2872
10 2612
10 2100
10 3938
10 1922
10 491
10 1248
10 297
10 3420
10 1371
10 3469
10 2908
10 3762
10 3169
10 640
10 4552
10 1601
10 3187
10 3659
10 4814
10 472
10 1578
10 1391
11 1595
11 3693
11 1717
11 1026
11 2490
11 189
11 1319
11 4572
11 4857
11 4320
11 2629
11 1824
11 1019
11 2686
11 694
11 3118
11 3159
11 3427
11 2232
11 793
11 1793
11 1102
11 3258
11 2079
11 176
11 3227
11 2975
11 438
11 4496
12 2259
12 2023
12 2991
12 2341
12 3187
12 1911
12 1724
12 480
12 1773
12 4026
12 204
12 3514
12 2140
12 1075
12 3718
12 1181
12 4857
12 149
12 4516
12 1564
12 1785
12 3119
12 3615
12 1013
13 4715
13 332
13 2414
13 3016
13 2748
13 3610
13 4009
13 3139
13 4863
13 277
13 17
13 1904
13 1855
13 1408
13 3132
13 4238
13 213
13 2189
13 3157
13 799
13 3451
13 2297
