4000 160000
1 378
1 3037
1 2208
1 1802
1 2542
1 3705
1 3731
1 64
1 2415
1 431
1 1513
1 604
1 596
1 3369
1 1678
1 508
1 915
1 541
1 3282
1 2380
1 908
1 2258
1 3307
1 1624
1 315
1 79
1 2104
1 1096
1 2446
1 787
1 226
1 2788
1 3975
1 568
1 682
1 3382
1 406
1 1675
1 708
1 513
1 2352
1 3507
1 3394
2 3257
2 37
2 322
2 3510
2 3486
2 1868
2 3804
2 1886
2 2903
2 1692
2 1424
2 115
2 1042
2 2319
2 3857
2 1068
2 2841
2 320
2 2719
2 1516
2 1858
2 802
2 347
2 713
2 1014
2 3341
2 479
2 3415
2 3927
2 2244
2 447
2 2984
2 3147
2 805
2 472
2 1961
2 2417
2 3426
2 1279
2 3727
2 1654
2 646
3 840
3 92
3 1060
3 2484
3 1948
3 3184
3 2363
3 3339
3 444
3 3103
3 1258
3 2267
3 1259
3 3918
3 3984
3 805
3 683
3 3131
3 3798
3 3652
3 3457
3 3384
3 1083
3 1685
3 2287
3 327
3 2328
3 1084
3 2320
3 402
3 3923
3 353
3 1329
3 3818
3 1671
3 3095
3 3534
3 3429
3 3307
3 2974
3 3349
3 893
3 1845
3 406
3 1561
3 2017
3 3253
3 3172
4 2766
4 2685
4 3173
4 2043
4 986
4 2523
4 987
4 76
4 3801
4 524
4 2469
4 2811
4 2949
4 990
4 844
4 1284
4 3846
4 1992
4 2407
4 3123
4 334
4 3717
4 684
4 985
4 3197
4 750
4 2474
4 629
4 3069
4 142
4 1557
4 2005
4 314
4 3502
4 1095
4 1388
4 3153
4 1910
4 3675
4 3708
4 2537
4 2700
5 2934
5 2747
5 1812
5 666
5 212
5 660
5 848
5 793
5 2770
5 3023
5 64
5 3138
5 2943
5 1325
5 2374
5 3049
5 2342
5 1033
5 1732
5 2302
5 1554
5 83
5 2181
5 1792
5 1264
5 557
5 2094
5 126
5 2013
5 1102
5 1964
5 2615
5 696
5 3283
5 3381
6 227
6 3887
6 2082
6 1334
6 172
6 1026
6 2612
6 1181
6 2582
6 1184
6 3551
6 844
6 3544
6 1025
6 1871
6 1684
6 1237
6 3230
6 2702
6 3027
6 2199
6 3208
6 1525
6 13
6 753
6 3787
7 1154
7 2431
7 1301
7 2952
7 3131
7 3546
7 99
7 2718
7 2743
7 491
7 3874
7 3825
7 3183
7 899
7 1127
7 1420
7 298
7 3893
7 3470
7 2161
7 3389
7 3666
7 422
7 756
7 3643
7 3523
7 2775
7 2214
7 816
7 2727
7 507
7 3516
7 2085
7 1589
7 3915
7 874
7 3737
7 3729
7 3908
7 2713
7 3079
7 2746
7 575
7 1014
8 2679
8 850
8 2525
8 2151
8 1062
8 1518
8 3047
8 1478
8 787
8 2520
8 528
8 553
8 1830
8 895
8 2082
8 1521
8 3245
8 3847
8 3929
8 2450
8 1206
8 1662
8 1467
8 85
8 525
8 3599
8 2242
8 1494
8 1226
8 3878
8 3992
8 618
8 3692
8 610
8 3196
8 2294
8 1546
8 3872
8 3986
8 1018
8 1156
8 335
8 661
8 2386
9 3029
9 1972
9 3909
9 2405
9 795
9 1023
9 2357
9 2504
9 2358
9 960
9 3245
9 3660
9 726
9 3800
9 2442
9 3117
9 866
9 305
9 973
9 3860
9 1754
9 746
9 2153
9 3056
9 3122
9 2114
9 1627
9 2815
9 3864
9 3856
9 3377
9 2092
9 2768
10 3457
10 3612
10 189
10 1653
10 783
10 3971
10 3638
10 3134
10 989
10 1583
10 388
10 3667
10 3293
10 3107
10 814
10 3888
10 1294
10 26
10 1140
10 661
10 2572
10 645
10 2784
10 1915
10 1794
10 1046
10 973
10 2624
10 892
10 584
10 122
10 2147
11 2546
11 3221
11 107
11 221
11 3295
11 213
11 441
11 3824
11 295
11 1344
11 2386
11 3362
11 2988
11 736
11 2225
11 494
11 982
11 2446
11 2438
11 145
11 3293
11 2098
11 3091
11 2230
11 3271
11 3426
11 1954
11 198
11 3459
11 3874
11 2403
11 2167
11 485
11 786
11 3299
11 1600
11 1852
11 1104
11 1519
11 2796
11 202
11 805
11 2521
12 2430
12 1414
12 1739
12 3691
12 951
12 2635
12 1799
12 2466
12 108
12 2393
12 1572
12 1824
12 27
12 889
12 2052
12 247
12 166
12 3477
12 2753
12 493
12 3242
12 3503
12 2218
12 161
12 3682
12 32
12 2838
12 854
12 3099
12 245
12 3742
12 205
12 3539
12 2832
12 3572
12 2044
12 2857
12 3573
12 231
12 3427
12 3875
12 2143
12 70
12 176
12 1047
12 811
12 250
13 3178
13 2536
13 2341
13 2382
13 976
13 1814
13 2139
13 3278
13 3416
13 1953
13 1156
13 1807
13 1791
13 669
13 938
13 467
13 2866
13 321
13 3818
13 12
13 1476
13 2265
13 2225
13 2332
13 1584
13 145
13 1918
13 520
13 3595
13 3847
13 2912
13 928
13 2904
13 546
13 1034
13 3360
13 3214
13 2677
13 1287
13 344
13 3947
13 979
13 2752
13 2516
13 158
13 1321
13 573
13 3265
13 3192
13 2070
13 2558
13 78
13 777
13 818
13 3705
13 3112
13 30
13 3551
13 258
14 592
14 3251
14 812
14 1113
14 1812
14 3764
14 3577
14 170
14 495
14 1325
14 2041
14 635
14 2636
14 668
14 1945
14 3482
14 116
14 742
14 1938
14 2166
14 1792
14 703
14 2834
14 850
14 2786
14 656
14 949
14 2218
14 2893
14 2210
14 3796
14 2178
14 1845
14 178
14 1724
14 2350
14 1716
14 3814
14 1570
14 2864
14 3214
14 3735
14 2792
14 1101
14 1321
14 3598
14 557
14 3738
15 410
15 337
15 1760
15 2110
15 1500
15 3037
15 1086
15 3485
15 403
15 697
15 1933
15 616
15 3056
15 1812
15 682
15 3130
15 2870
15 1553
15 1667
15 1545
15 1171
15 2025
15 1432
15 1319
15 327
15 2962
15 978
15 1263
15 2955
15 3557
15 101
15 663
15 2013
15 1704
15 2599
15 1542
15 1502
15 3576
15 2852
15 1917
15 1210
15 901
15 1243
15 2593
15 3675
15 1187
15 659
15 1928
15 3059
15 1507
15 2556
15 3947
15 3313
16 3313
16 2028
16 2370
16 1809
16 898
16 606
16 1907
16 2509
16 2623
16 1493
16 1827
16 1097
16 2179
16 911
16 3985
16 2253
16 1058
16 229
16 1384
16 1010
16 2547
16 2492
16 3574
16 1859
16 753
16 3795
16 1917
16 2405
16 1194
16 3219
16 2845
16 861
16 1390
16 3626
16 781
16 2269
16 1375
16 464
16 424
16 2262
16 3124
16 1547
17 25
17 1636
17 2685
17 3360
17 3051
17 3011
17 3426
17 2491
17 2979
17 2605
17 3947
17 1052
17 2484
17 2972
17 411
17 1265
17 111
17 3901
17 998
17 2991
17 2635
17 2522
17 3799
17 1246
17 2654
17 1289
17 640
17 1885
17 3788
17 528
17 2179
17 3635
17 1976
18 968
18 2204
18 3546
18 2075
18 2750
18 2189
18 360
18 19
18 2255
18 1199
18 2964
18 2029
18 3185
18 404
18 697
18 1568
18 1145
18 1072
18 3659
18 1667
18 2001
18 3790
18 1985
18 1237
18 669
18 3670
18 3524
18 3175
18 93
18 1744
18 3818
18 3022
18 3347
18 1737
18 3949
18 867
18 1136
18 575
18 3121
18 3910
18 682
18 1829
18 3188
